CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
134	628	19547	3.11	20175
135	585	19309	2.94	19894
136	575	18723	2.98	19298
137	522	18343	2.77	18865
138	510	18351	2.70	18861
139	544	17370	3.04	17914
140	498	16774	2.88	17272
141	500	16510	2.94	17010
142	502	16124	3.02	16626
143	461	15778	2.84	16239
144	451	15567	2.82	16018
145	481	15447	3.02	15928
146	442	15034	2.86	15476
147	451	14463	3.02	14914
148	421	14117	2.90	14538
149	424	13931	2.95	14355
150	378	13354	2.75	13732

